,agent,site_name,scenario,prompt,task_correct
3956,BrowserUse,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
3963,BrowserUse,shop,"shop:Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.","Search for and add both Bluff and the Lenovo ThinkPad X1 Carbon Ultra to my cart. Only add each once! Input the results to the scratchpad textarea in the end, if there are any.",True
3965,BrowserUse,spotify,"spotify:Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.","Add the song “Radioactive” to my “Favorites” playlist Input the results to the scratchpad textarea in the end, if there are any.",False
3973,BrowserUse,spotify,"spotify:Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.","Tell me which song Ed Sheeran created Input the results to the scratchpad textarea in the end, if there are any.",True
4006,BrowserUse,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
4015,BrowserUse,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
4025,BrowserUse,shop,"shop:Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.","Search for touch screen laptops and buy me the best-rated one. When ready to checkout, you can click the cart icon in the navigation bar. Input the results to the scratchpad textarea in the end, if there are any.",True
4027,BrowserUse,health,"health:Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.","Schedule an appointment with my physician (Dr. Arjun) for the earliest available slot next week. Input the results to the scratchpad textarea in the end, if there are any.",False
4029,BrowserUse,shop,"shop:Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the comment of the lowest rating for the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
4036,BrowserUse,health,"health:Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.","Cancel the appointment at 10:00AM by first going to appointments Input the results to the scratchpad textarea in the end, if there are any.",False
4055,BrowserUse,health,"health:Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.","Show all my medical records on my profile by first going to medical records Input the results to the scratchpad textarea in the end, if there are any.",True
4059,BrowserUse,health,"health:When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.","When was my last flu shot administered? Input the results to the scratchpad textarea in the end, if there are any.",True
4068,BrowserUse,shop,"shop:What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the cheapest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",True
4102,BrowserUse,shop,"shop:What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.","What is the price of the newest touch screen laptop Input the results to the scratchpad textarea in the end, if there are any.",False
4103,BrowserUse,spotify,"spotify:Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.","Play the song Lift Yourself Input the results to the scratchpad textarea in the end, if there are any.",False
4130,BrowserUse,shop,"shop:Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.","Tell me the description of the Dell Inspiron 15 Input the results to the scratchpad textarea in the end, if there are any.",True
